,Dist1,Dist2
222,0.378272714,0.719759064
223,0.380745959,0.72267793
224,0.380886403,0.722843481
225,0.383401755,0.725804887
226,0.386432026,0.729363547
227,0.386968756,0.729992852
228,0.388417923,0.731690454
229,0.392272016,0.736194571
230,0.396334304,0.740925363
231,0.397800538,0.742628738
232,0.397907412,0.742752813
233,0.398119182,0.74299863
234,0.398934194,0.743944252
235,0.399233792,0.744291693
236,0.399646148,0.744769751
237,0.399840535,0.744995051
238,0.403855193,0.749639679
239,0.409875231,0.756574448
240,0.41145763,0.758391413
241,0.412036815,0.759055846
242,0.412400651,0.759473069
243,0.416192856,0.763814152
244,0.416324183,0.763964241
245,0.416337309,0.763979241
246,0.419284729,0.767343408
247,0.420730214,0.768990283
248,0.420744691,0.769006766
249,0.422657519,0.771183064
250,0.423394107,0.772020199
251,0.424966535,0.773805586
252,0.42516934,0.774035691
253,0.427479791,0.776654486
254,0.430080345,0.779596256
255,0.430649927,0.780239751
256,0.432074371,0.781847754
257,0.433108821,0.783014362
258,0.434543423,0.784630652
259,0.441986477,0.79298699
260,0.442475625,0.793534452
261,0.444001225,0.795240588
262,0.444275859,0.795547507
263,0.444282254,0.795554653
264,0.444428598,0.795718173
265,0.445291252,0.796681698
266,0.447675307,0.799341187
267,0.450260701,0.80221977
268,0.450682322,0.802688664
269,0.455551754,0.808093175
270,0.460281687,0.813323873
271,0.461022671,0.81414163
272,0.461060254,0.814183095
273,0.461676415,0.814862732
274,0.463146876,0.816483422
275,0.46543325,0.818999879
276,0.46723029,0.820974782
277,0.471315511,0.825454673
278,0.47449887,0.82893635
279,0.476695049,0.831333671
280,0.478227489,0.833004223
281,0.486958818,0.842487757
282,0.487369332,0.842932199
283,0.487636735,0.843221633
284,0.489396257,0.845124769
285,0.495407783,0.851609403
286,0.497138398,0.853471228
287,0.50290727,0.859661568
288,0.503238827,0.860016611
289,0.503472784,0.860267091
290,0.505276217,0.862196567
291,0.508840686,0.86600327
292,0.511888105,0.869250586
293,0.515770524,0.873378159
294,0.521691116,0.879652316
295,0.523359457,0.881415907
296,0.525360349,0.883528518
297,0.526946995,0.885201811
298,0.529789693,0.888195478
299,0.533901619,0.892516152
300,0.535713148,0.89441606
301,0.536234092,0.894962016
302,0.539218489,0.898086243
303,0.540319878,0.899237756
304,0.543071972,0.902111624
305,0.543516616,0.902575479
306,0.560196297,0.919884288
307,0.561681141,0.921416633
308,0.564502051,0.924324021
309,0.564582114,0.924406467
310,0.56545004,0.925299971
311,0.566399971,0.926277365
312,0.569111756,0.929064514
313,0.570514737,0.930504726
314,0.572232265,0.932266209
315,0.572294728,0.932330237
316,0.573005381,0.933058528
317,0.576745179,0.936886145
318,0.576874157,0.937018002
319,0.577167188,0.937317538
320,0.579317386,0.939513901
321,0.579557267,0.939758761
322,0.579677286,0.93988126
323,0.580451956,0.940671723
324,0.58319994,0.943472874
325,0.584854689,0.945157495
326,0.586343628,0.946671943
327,0.587438379,0.947784624
328,0.591015564,0.951415547
329,0.59153594,0.951943123
330,0.591924355,0.952336811
331,0.594396158,0.954840142
332,0.595176124,0.95562933
333,0.598293796,0.9587804
334,0.599217376,0.959712815
335,0.60053853,0.961045769
336,0.604070933,0.964604898
337,0.604071627,0.964605596
338,0.606716237,0.967265645
339,0.608000139,0.96855564
340,0.60870965,0.969268126
341,0.608759971,0.969318648
342,0.610026425,0.970589686
343,0.613280902,0.973851893
344,0.618186226,0.978757936
345,0.618933703,0.979504377
346,0.622232153,0.982794657
347,0.623289633,0.983848282
348,0.627546608,0.988083704
349,0.630153087,0.990672247
350,0.631130623,0.991642133
351,0.635672272,0.996141677
352,0.636994624,0.997449751
353,0.63780393,0.99824987
354,0.64161682,1.002014934
355,0.643226137,1.003601824
356,0.644566957,1.004922947
357,0.646060975,1.006393939
358,0.646542372,1.006867676
359,0.647022939,1.007340478
360,0.649166519,1.009447999
361,0.650783149,1.011035901
362,0.656171567,1.016319107
363,0.656220575,1.016367091
364,0.663981532,1.023951024
365,0.673169512,1.032891446
366,0.674117641,1.033811714
367,0.674294154,1.033982993
368,0.675066805,1.034732557
369,0.67653146,1.036152667
370,0.678906372,1.038453184
371,0.680424434,1.039922293
372,0.681287463,1.040757008
373,0.68233579,1.041770469
374,0.682519916,1.041948418
375,0.684330668,1.043697577
376,0.685977851,1.045287397
377,0.688454389,1.047675313
378,0.692656588,1.051720639
379,0.692724663,1.051786105
380,0.700212707,1.058974305
381,0.70175156,1.060448381
382,0.709953128,1.068286768
383,0.713628182,1.071789371
384,0.717992231,1.075940914
385,0.719494557,1.077368158
386,0.720116012,1.077958266
387,0.722541494,1.080259801
388,0.723319286,1.080997307
389,0.726517994,1.084027591
390,0.72948152,1.086831156
391,0.733294989,1.090433274
392,0.733884266,1.090989341
393,0.735202552,1.092232802
394,0.736172329,1.093147066
395,0.739091259,1.095896519
396,0.741102692,1.097789087
397,0.750799673,1.106889455
398,0.755664176,1.111440113
399,0.757805221,1.113439976
400,0.759117512,1.114664816
401,0.760254345,1.11572533
402,0.762572273,1.117886038
403,0.766629482,1.12166288
404,0.768760594,1.123644101
405,0.774217243,1.128708776
406,0.775640121,1.130027519
407,0.777414874,1.131671276
408,0.77765699,1.131895427
409,0.779716897,1.133801558
410,0.780916783,1.13491111
411,0.783821544,1.137594882
412,0.784023194,1.13778107
413,0.784851514,1.138545712
414,0.788146828,1.141585088
415,0.788477201,1.141889572
416,0.790933931,1.144152485
417,0.798186658,1.150819676
418,0.798940672,1.151511679
419,0.799306878,1.151847691
420,0.799653491,1.152165679
421,0.800482066,1.152925645
422,0.800925917,1.153332637
423,0.802596449,1.154863785
424,0.803026148,1.155257463
425,0.803529093,1.15571816
426,0.811385401,1.162902376
427,0.814666473,1.165896042
428,0.815377404,1.166544182
429,0.816171605,1.167268018
430,0.817364189,1.168354513
431,0.817996309,1.168930191
432,0.820238664,1.170971162
433,0.820599441,1.171299367
434,0.821042192,1.171702083
435,0.821191029,1.171837446
436,0.822619353,1.173136057
437,0.825742154,1.175972709
438,0.825784499,1.17601115
439,0.826106429,1.176303378
440,0.82739405,1.177471828
441,0.828437982,1.178418708
442,0.831744746,1.181415498
443,0.833846885,1.183318571
444,0.835432958,1.184753417
445,0.83742387,1.186553249
446,0.837805994,1.18689854
447,0.840321849,1.189170613
448,0.841596273,1.190320704
449,0.841725104,1.190436936
450,0.841922137,1.190614687
451,0.842426743,1.19106985
452,0.84324201,1.191805048
453,0.844328245,1.192784245
454,0.846799599,1.195010548
455,0.848832477,1.196840275
456,0.850430869,1.198277936
457,0.852223151,1.199888951
458,0.852300516,1.199958466
459,0.85256568,1.200196712
460,0.853010314,1.200596155
461,0.855343533,1.202691128
462,0.855397034,1.202739144
463,0.855472934,1.202807261
464,0.858388588,1.205422468
465,0.858914972,1.205894303
466,0.863772649,1.210244178
467,0.870609926,1.21635333
468,0.870744494,1.216473412
469,0.874589259,1.219901749
470,0.880077818,1.224787416
471,0.88034705,1.22502682
472,0.88172314,1.226250088
473,0.886206623,1.23023139
474,0.887551761,1.231424596
475,0.887880926,1.231716493
476,0.891249062,1.234701287
477,0.892365946,1.23569025
478,0.893317114,1.236532163
479,0.894317015,1.237416899
480,0.894656767,1.237717448
481,0.894805503,1.23784901
482,0.895278092,1.238266984
483,0.897847341,1.240538072
484,0.8980779,1.240741771
485,0.90022772,1.24264034
486,0.903256212,1.245312415
487,0.907256065,1.248837117
488,0.912922797,1.253822139
489,0.91328808,1.254143137
490,0.913465707,1.254299214
491,0.913685636,1.254492448
492,0.91881992,1.258999284
493,0.923727507,1.26329957
494,0.926409484,1.265646558
495,0.928745295,1.267688842
496,0.929127729,1.26802306
497,0.93035398,1.269094414
498,0.930655135,1.269357458
499,0.932662834,1.27111039
500,0.934273026,1.272515381
501,0.935823143,1.27386722
502,0.939529631,1.2770967
503,0.942771926,1.279918379
504,0.945152955,1.281988542
505,0.947376738,1.283920481
506,0.947738452,1.284234587
507,0.949932948,1.286139428
508,0.953616953,1.289334011
509,0.954827519,1.29038289
510,0.955563038,1.291019963
511,0.955846265,1.29126524
512,0.956975048,1.292242543
513,0.959146225,1.294121317
514,0.963709769,1.298065842
515,0.965496306,1.299608418
516,0.97273645,1.305850576
517,0.972885694,1.305979092
518,0.973067438,1.306135585
519,0.975941923,1.308609464
520,0.978811539,1.311076835
521,0.97961422,1.311766587
522,0.982538175,1.314277653
523,0.987589612,1.318610174
524,0.990247461,1.320886925
525,0.992808122,1.323078583
526,1.001549287,1.330546591
527,1.015398041,1.34233598
528,1.016673402,1.343419111
529,1.018173487,1.344692544
530,1.022252999,1.348152662
531,1.02340151,1.349126002
532,1.024107102,1.349723806
533,1.025881683,1.35122672
534,1.025992136,1.351320237
535,1.02818542,1.353176553
536,1.029692375,1.354451257
537,1.037120496,1.360725944
538,1.037558668,1.361095632
539,1.039034214,1.362340192
540,1.044356081,1.366824319
541,1.045463173,1.36775623
542,1.052717019,1.373854549
543,1.060842433,1.380669843
544,1.061594426,1.381299751
545,1.072000112,1.390001686
546,1.076259747,1.393556182
547,1.076697698,1.393921383
548,1.078882022,1.395742161
549,1.082560599,1.398805871
550,1.08688297,1.402401579
551,1.087553531,1.402959004
552,1.089016072,1.404174411
553,1.090236252,1.405188016
554,1.094732143,1.408919684
555,1.095343427,1.409426687
556,1.095421166,1.409491158
557,1.100724622,1.413886057
558,1.101515704,1.414541044
559,1.104818474,1.417274021
560,1.108008207,1.419911026
561,1.10805357,1.419948511
562,1.108763372,1.420534984
563,1.108768131,1.420538915
564,1.110075029,1.421618428
565,1.110425294,1.421907684
566,1.1142215,1.425040821
567,1.114418416,1.425203251
568,1.118163852,1.428291032
569,1.120074221,1.429864712
570,1.120286132,1.430039224
571,1.120806124,1.4304674
572,1.122385395,1.431767434
573,1.12254154,1.431895939
574,1.130818388,1.438699673
575,1.136117264,1.443047259
576,1.136661787,1.443493666
577,1.14363635,1.449205587
578,1.145687393,1.450883242
579,1.148454756,1.453145324
580,1.150468028,1.45478993
581,1.152308308,1.456292435
582,1.163113508,1.465099315
583,1.163365548,1.465304437
584,1.164493927,1.466222594
585,1.166164017,1.467581029
586,1.17417487,1.474088559
587,1.174381088,1.474255894
588,1.185973221,1.483647671
589,1.186185268,1.483819202
590,1.186364043,1.48396381
591,1.186949195,1.484437083
592,1.187015861,1.484490997
593,1.196282255,1.491975901
594,1.196327554,1.492012447
595,1.202528527,1.497011131
596,1.204962375,1.498970896
597,1.205615944,1.499496948
598,1.206081659,1.499871745
599,1.207149841,1.500731221
600,1.211776991,1.504451577
601,1.211783317,1.50445666
602,1.215007584,1.507046447
603,1.218329287,1.509712265
604,1.218594757,1.50992522
605,1.221157895,1.511980574
606,1.221347315,1.512132415
607,1.221853162,1.512537871
608,1.227693437,1.517215312
609,1.228183206,1.517607251
610,1.229806179,1.518905694
611,1.231295792,1.520096976
612,1.233767276,1.5220725
613,1.234571896,1.52271539
614,1.236577239,1.524317092
615,1.237237655,1.524844401
616,1.23787482,1.525353063
617,1.240478922,1.527431128
618,1.243274661,1.529660616
619,1.245983512,1.531819334
620,1.24715673,1.532753836
621,1.250043366,1.535051967
622,1.25049432,1.535410836
623,1.251875821,1.536509983
624,1.258260113,1.541584581
625,1.264156753,1.546264501
626,1.266333172,1.54799013
627,1.26691387,1.548450397
628,1.269247691,1.550299547
629,1.269704255,1.550661173
630,1.271088541,1.551757363
631,1.274937245,1.554803146
632,1.275219323,1.555026265
633,1.277182439,1.556578635
634,1.28044401,1.559156155
635,1.281034933,1.559622927
636,1.282219962,1.560558784
637,1.283805937,1.561810866
638,1.284328358,1.562223198
639,1.293964028,1.569819118
640,1.294114433,1.569937546
641,1.294522139,1.570258549
642,1.29452712,1.570262471
643,1.296952557,1.57217147
644,1.301528691,1.575770239
645,1.301663924,1.575876529
646,1.302010302,1.576148761
647,1.30223686,1.576326809
648,1.303994382,1.577707696
649,1.308050533,1.580892434
650,1.30858572,1.581312416
651,1.309796487,1.582262356
652,1.318378017,1.588987519
653,1.318529537,1.589106142
654,1.328350237,1.596785673
655,1.333004933,1.600419436
656,1.333862037,1.601088123
657,1.336867736,1.603432041
658,1.337612802,1.604012812
659,1.339885976,1.605784113
660,1.342865924,1.608104753
661,1.344429353,1.609321646
662,1.345878549,1.610449238
663,1.348054342,1.612141483
664,1.349544211,1.613299763
665,1.351781262,1.615038193
666,1.351835551,1.615080371
667,1.354866863,1.617434595
668,1.356921366,1.619029278
669,1.357630225,1.619579316
670,1.35895083,1.620603803
671,1.359109375,1.620726776
672,1.359627858,1.621128902
673,1.360091719,1.621488625
674,1.360667853,1.621935362
675,1.361475121,1.622561225
676,1.362193647,1.623118193
677,1.363124749,1.623839805
678,1.363649556,1.624246469
679,1.364299172,1.624749778
680,1.365286462,1.625514572
681,1.370257459,1.629362733
682,1.370419975,1.629488468
683,1.371942816,1.630666438
684,1.373657632,1.631992428
685,1.374530334,1.632667055
686,1.377034473,1.634602112
687,1.377150278,1.634691573
688,1.378117225,1.635438468
689,1.378768538,1.635941469
690,1.380401487,1.637202256
691,1.382285263,1.638656141
692,1.383000063,1.639207659
693,1.385289073,1.640973208
694,1.385956369,1.641487736
695,1.387621877,1.642771621
696,1.392786697,1.646750025
697,1.396846107,1.649873788
698,1.401642817,1.65356135
699,1.406064615,1.656957289
700,1.406314987,1.657149478
701,1.408927505,1.659154255
702,1.412248929,1.661701395
703,1.417938503,1.666060397
704,1.421618314,1.668876812
705,1.421737499,1.668967995
706,1.42249414,1.669546815
707,1.424343138,1.670960881
708,1.427250673,1.67318336
709,1.430821351,1.675910856
710,1.432164616,1.676936388
711,1.434583306,1.678782228
712,1.43953328,1.682556895
713,1.441776427,1.684266138
714,1.443132661,1.685299177
715,1.44669995,1.688014964
716,1.44835586,1.689274923
717,1.451011226,1.691294443
718,1.453191626,1.692951894
719,1.453217462,1.692971528
720,1.460896109,1.698802506
721,1.462215108,1.699803187
722,1.463086623,1.700464227
723,1.465220836,1.702082514
724,1.465296657,1.702139993
725,1.467644712,1.703919575
726,1.467888127,1.70410401
727,1.468470613,1.704545319
728,1.469475957,1.705306872
729,1.473897906,1.708654657
730,1.474111438,1.708816241
731,1.475343643,1.709748541
732,1.481049635,1.714062695
733,1.482544597,1.715192167
734,1.489298056,1.720290251
735,1.49309379,1.723152531
736,1.493465384,1.723432624
737,1.496748843,1.725906652
738,1.498377376,1.727133115
739,1.500870125,1.729009649
740,1.505129598,1.732213996
741,1.506873006,1.733524751
742,1.507984723,1.734360339
743,1.511049376,1.736662834
744,1.511673369,1.737131473
745,1.515533655,1.740029372
746,1.516013373,1.740389338
747,1.516492722,1.740748995
748,1.517784462,1.741718017
749,1.518977747,1.742612961
750,1.525144311,1.747234417
751,1.525287776,1.747341869
752,1.526720148,1.748414507
753,1.5277579,1.749191443
754,1.527868085,1.749273927
755,1.530343566,1.751126571
756,1.530549683,1.751280788
757,1.531311526,1.751850745
758,1.532045312,1.752399631
759,1.532050331,1.752403386
760,1.536168606,1.755482468
761,1.537188509,1.756244628
762,1.537477791,1.756460778
763,1.538763682,1.757421437
764,1.543113739,1.760669479
765,1.546582137,1.763257246
766,1.554849245,1.769418314
767,1.555186296,1.769669292
768,1.559408673,1.772812026
769,1.559526136,1.772899417
770,1.560329312,1.773496922
771,1.561378811,1.774277535
772,1.562774227,1.775315196
773,1.566741745,1.778264011
774,1.56880543,1.779796938
775,1.569303955,1.780167157
776,1.574416087,1.783961544
777,1.575133718,1.784493897
778,1.575853241,1.785027581
779,1.577435776,1.786201121
780,1.579011509,1.787369267
781,1.57956729,1.787781203
782,1.579692311,1.787873862
783,1.580465719,1.788447015
784,1.580545549,1.788506169
785,1.580827156,1.788714837
786,1.58661982,1.793004676
787,1.589053189,1.794805344
788,1.590613961,1.795959866
789,1.591120691,1.796334627
790,1.597856383,1.80131275
791,1.598608962,1.801868566
792,1.603693751,1.805621885
793,1.605280224,1.806792208
794,1.607399926,1.808355348
795,1.612265495,1.81194106
796,1.61242282,1.812056947
797,1.615255497,1.81414296
798,1.616050496,1.814728209
799,1.616693017,1.815201147
800,1.617240827,1.815604327
801,1.618834905,1.816777314
802,1.623012103,1.819849432
803,1.628103105,1.823590424
804,1.635750227,1.829203179
805,1.637189941,1.830259011
806,1.638481178,1.831205721
807,1.641081012,1.833111195
808,1.642512019,1.834159627
809,1.644687995,1.835753345
810,1.649127751,1.839003144
811,1.649497867,1.839273944
812,1.653282341,1.842041856
813,1.653949808,1.842529837
814,1.658601376,1.845928946
815,1.659827187,1.84682423
816,1.661600167,1.848118797
817,1.66209611,1.848480843
818,1.672693937,1.856209791
819,1.672817847,1.856300073
820,1.673411837,1.856732827
821,1.67716678,1.859467455
822,1.685328134,1.865404914
823,1.686334229,1.866136266
824,1.688284097,1.867553301
825,1.690378856,1.869075093
826,1.691077027,1.869582173
827,1.691422653,1.869833178
828,1.695161151,1.872547225
829,1.696645536,1.873624357
830,1.697515265,1.874255339
831,1.69819044,1.874745108
832,1.699308248,1.875555833
833,1.704399846,1.879246685
834,1.708022497,1.881870725
835,1.708702815,1.882363326
836,1.70934294,1.88282677
837,1.710453082,1.88363038
838,1.711172638,1.88415117
839,1.711398593,1.884314696
840,1.713467711,1.885811836
841,1.71645492,1.887972331
842,1.717751751,1.888909917
843,1.718004298,1.88909248
844,1.720769092,1.891090593
845,1.720831191,1.891135461
846,1.721371859,1.891526086
847,1.723484885,1.893052371
848,1.72573471,1.894676863
849,1.728104316,1.896387166
850,1.729613686,1.897476219
851,1.7298372,1.897637467
852,1.730919494,1.898418171
853,1.733175109,1.900044777
854,1.7342445,1.900815736
855,1.734560784,1.901043728
856,1.735612608,1.901801845
857,1.736248596,1.902260176
858,1.744593224,1.908269246
859,1.744775164,1.908400169
860,1.75618165,1.916600199
861,1.756263537,1.916659011
862,1.756961453,1.91716022
863,1.759226544,1.918786496
864,1.759847983,1.919232565
865,1.761795494,1.92063019
866,1.764005614,1.922215724
867,1.7670652,1.924409701
868,1.769592571,1.926221193
869,1.771001925,1.927231016
870,1.773867911,1.929283812
871,1.775215142,1.930248444
872,1.775354526,1.930348233
873,1.777802595,1.932100488
874,1.778180383,1.932370835
875,1.778394453,1.932524016
876,1.780330756,1.933909328
877,1.7815329,1.934769169
878,1.783759981,1.936361653
879,1.787883227,1.93930846
880,1.789095663,1.940174586
881,1.790837015,1.941418251
882,1.792940807,1.942920297
883,1.79335827,1.943218292
884,1.79753845,1.946201082
885,1.799999224,1.94795603
886,1.800321095,1.948185527
887,1.803622108,1.950538481
888,1.806034472,1.952257211
889,1.806823546,1.952819254
890,1.809994835,1.955077381
891,1.811347393,1.956040123
892,1.812307464,1.956723367
893,1.815735878,1.959162369
894,1.81586033,1.95925088
895,1.81821459,1.960924906
896,1.821476359,1.96324318
897,1.821792067,1.963467503
898,1.82262231,1.964057367
899,1.822826204,1.964202216
900,1.823406507,1.964614445
901,1.829741409,1.969112068
902,1.830964112,1.969979633
903,1.832303686,1.970929929
904,1.842562363,1.978200737
905,1.844792119,1.979779505
906,1.845941668,1.98059322
907,1.845991011,1.980628145
908,1.848687204,1.982536067
909,1.852519114,1.985246267
910,1.858805491,1.989688904
911,1.860057386,1.990573107
912,1.860484421,1.990874678
913,1.860532449,1.990908594
914,1.860873513,1.991149436
915,1.861064968,1.991284627
916,1.867980399,1.996165044
917,1.873770226,2.000247046
918,1.874498398,2.000760169
919,1.876459122,2.00214155
920,1.877995444,2.003223635
921,1.878171988,2.003347964
922,1.879076475,2.003984889
923,1.879855632,2.004533486
924,1.880978963,2.005324296
925,1.883266094,2.006933983
926,1.883408419,2.007034132
927,1.883958654,2.007421295
928,1.884568156,2.007850122
929,1.885750425,2.008681815
930,1.890039134,2.01169753
931,1.892961334,2.01375121
932,1.893109987,2.013855657
933,1.894823085,2.015059142
934,1.897734439,2.0171037
935,1.898340309,2.017529071
936,1.899877661,2.01860824
937,1.900538775,2.019072243
938,1.907527122,2.023974145
939,1.909824281,2.025584324
940,1.910713601,2.026207537
941,1.916350644,2.030155877
942,1.916561117,2.030303233
943,1.919568764,2.032408427
944,1.919723344,2.032516599
945,1.920174771,2.032832484
946,1.922574964,2.034511654
947,1.922706044,2.034603339
948,1.923133358,2.034902217
949,1.923351106,2.03505451
950,1.92370172,2.03529972
951,1.923940436,2.035466663
952,1.926390487,2.037179734
953,1.926534834,2.037280642
954,1.934970438,2.043173855
955,1.938898647,2.045915611
956,1.938966807,2.04596317
957,1.940359209,2.046934623
958,1.941574288,2.047782196
959,1.942483031,2.048415986
960,1.948082034,2.05231904
961,1.948204828,2.052404603
962,1.948499261,2.052609758
963,1.951944409,2.055009605
964,1.952460702,2.055369142
965,1.95389033,2.056364567
966,1.954521459,2.056803945
967,1.957892897,2.059150367
968,1.965546922,2.064473019
969,1.967111901,2.065560577
970,1.968891337,2.066796865
971,1.969938349,2.067524141
972,1.970505084,2.06791776
973,1.971510276,2.068615824
974,1.971592506,2.068672925
975,1.973954697,2.070312944
976,1.974613926,2.070770532
977,1.975556619,2.071424802
978,1.985545298,2.078351871
979,1.985783135,2.078516687
980,1.987259812,2.079539862
981,1.987629388,2.079795904
982,1.98796454,2.080028084
983,1.992955485,2.083484291
984,1.993119384,2.083597748
985,1.999297294,2.087872372
986,1.999911439,2.088297104
987,2.004449829,2.091434612
988,2.00626223,2.092687002
989,2.007236294,2.093359957
990,2.011760777,2.096484571
991,2.012077965,2.096703545
992,2.013116772,2.097420629
993,2.01462444,2.098461176
994,2.01682941,2.099982577
995,2.016930072,2.100052022
996,2.017849046,2.100685952
997,2.019646244,2.101925462
